latitude,longitude,lith_combo,material_grp,env_group
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,carbonate_clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.749168,86.140282,clastic,carbonate,marine
46.583332,85.98333,carbonate,carbonate,marine
46.583332,85.98333,carbonate,carbonate,marine
46.583332,85.98333,carbonate,carbonate,marine
46.583332,85.98333,carbonate,carbonate,marine
46.583332,85.98333,carbonate,carbonate,marine
46.583332,85.98333,carbonate,carbonate,marine
40.516666,79.050003,carbonate,carbonate,marine
40.516666,79.050003,carbonate,carbonate,marine
40.516666,79.050003,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
40.833332,79.666664,carbonate,carbonate,marine
40.833332,79.666664,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
41.150002,80.25,carbonate,carbonate,marine
46.816666,66.616669,clastic,organic,marine
46.816666,66.616669,clastic,carbonate,marine
46.816666,66.616669,clastic,carbonate,marine
46.816666,66.616669,clastic,organic,marine
46.816666,66.616669,clastic,organic,marine
46.816666,66.616669,clastic,carbonate,marine
46.816666,66.616669,clastic,organic,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,86,clastic_carbonate,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,phosphate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
47,89,carbonate_clastic,carbonate,marine
43,95,clastic,carbonate,marine
43,95,other,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,carbonate,carbonate,marine
44,81,clastic_carbonate,organic,marine
44,81,clastic_carbonate,organic,marine
44,81,clastic_carbonate,organic,marine
44,81,clastic_carbonate,organic,marine
44,81,clastic_carbonate,organic,marine
43,90,clastic_carbonate,carbonate,marine
43,90,clastic_carbonate,carbonate,marine
43,90,clastic_carbonate,carbonate,marine
43,90,clastic_carbonate,organic,marine
43,90,clastic_carbonate,organic,marine
43,90,clastic_carbonate,carbonate,marine
43,90,clastic_carbonate,carbonate,marine
43,90,clastic_carbonate,phosphate,marine
43,90,clastic_carbonate,phosphate,marine
43,90,clastic_carbonate,organic,marine
43,90,clastic_carbonate,organic,marine
43,90,clastic_carbonate,organic,marine
43,90,clastic_carbonate,organic,marine
43,90,clastic_carbonate,organic,marine
43,90,clastic_carbonate,organic,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,organic,marine
41,79,carbonate_clastic,organic,marine
41,79,carbonate_clastic,organic,marine
41,79,clastic_carbonate,carbonate,marine
41,79,clastic_carbonate,carbonate,marine
41,79,clastic_carbonate,organic,marine
41,79,clastic_carbonate,organic,marine
41,79,clastic_carbonate,organic,marine
41,79,clastic_carbonate,organic,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,organic,marine
41,79,carbonate_clastic,organic,marine
41,79,carbonate_clastic,organic,marine
41,79,carbonate_clastic,organic,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate_clastic,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,carbonate,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,carbonate,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,carbonate,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
40.099998,80.333336,clastic_carbonate,organic,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,79,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,carbonate,carbonate,marine
41,86,clastic_carbonate,organic,marine
41,86,clastic_carbonate,organic,marine
41,86,clastic_carbonate,organic,marine
41,86,clastic_carbonate,organic,marine
41,86,clastic_carbonate,organic,marine
41,86,clastic_carbonate,organic,marine
41,86,clastic_carbonate,organic,marine
41,86,clastic_carbonate,organic,marine
40,78,carbonate,carbonate,marine
40,78,carbonate,carbonate,marine
40,78,carbonate,carbonate,marine
40,78,carbonate,carbonate,marine
40,78,carbonate,carbonate,marine
40,78,carbonate,carbonate,marine
40,78,carbonate,carbonate,marine
40,78,carbonate,carbonate,marine
41,86,clastic,phosphate,marine
41,86,clastic,carbonate,marine
41,86,clastic,carbonate,marine
41,86,clastic,carbonate,marine
41,86,clastic,organic,marine
41,86,clastic,organic,marine
41,86,clastic,organic,marine
43.833332,93.5,clastic,carbonate,marine
42.25,88.166664,other_carbonate,carbonate,marine
42.25,88.166664,other_carbonate,carbonate,marine
42.25,88.166664,other_carbonate,carbonate,marine
42.25,88.166664,other_carbonate,carbonate,marine
42.25,88.166664,other_carbonate,carbonate,marine
43.133331,83.5,clastic_carbonate,carbonate,marine
43.133331,83.5,clastic_carbonate,carbonate,marine
43.133331,83.5,clastic_carbonate,carbonate,marine
43.133331,83.5,clastic_carbonate,carbonate,marine
43.133331,83.5,clastic_carbonate,carbonate,marine
43.133331,83.5,clastic_carbonate,carbonate,marine
43.133331,83.5,other_carbonate,carbonate,marine
44.650002,82.833336,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
46.783333,85.716667,clastic,organic,marine
42,94,clastic,carbonate,marine
42,94,clastic,carbonate,marine
42,94,clastic,carbonate,marine
42,94,clastic,carbonate,marine
44.099998,91.666664,clastic,carbonate,marine
44.099998,91.666664,clastic,carbonate,marine
44.099998,91.666664,clastic_carbonate,carbonate,marine
44.099998,91.666664,clastic_carbonate,carbonate,marine
44.099998,91.666664,clastic_carbonate,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
44,83,carbonate_clastic,carbonate,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
40.450001,79.033333,clastic,organic,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,carbonate_clastic,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
41.766666,84.166664,other_carbonate,carbonate,marine
46.783333,85.716667,other_clastic,carbonate,marine
46.783333,85.716667,other_clastic,carbonate,marine
46.783333,85.716667,other_clastic,carbonate,marine
46.783333,85.716667,other_clastic,carbonate,marine
46.783333,85.716667,other_clastic,carbonate,marine
46.783333,85.716667,other_clastic,carbonate,marine
46.783333,85.716667,other_clastic,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
46.75,86.5,clastic_carbonate,carbonate,marine
47,90,clastic,carbonate,marine
47,90,clastic,carbonate,marine
42,89,clastic_carbonate,carbonate,marine
42,89,clastic_carbonate,carbonate,marine
42,89,clastic_carbonate,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
45.5,84.916664,other_clastic,carbonate,marine
44,83,clastic,organic,marine
44,83,clastic,organic,marine
44,83,clastic,organic,marine
45.950001,83.616669,clastic,organic,marine
45.950001,83.616669,clastic,organic,marine
45.950001,83.616669,clastic,organic,marine
45.950001,83.616669,clastic,organic,marine
45.950001,83.616669,clastic,organic,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
45.950001,83.616669,clastic,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
41,90,carbonate_clastic,organic,marine
41,90,carbonate_clastic,carbonate,marine
41,90,carbonate_clastic,carbonate,marine
41,90,carbonate_clastic,carbonate,marine
41,90,carbonate_clastic,carbonate,marine
41,90,carbonate_clastic,carbonate,marine
41,90,carbonate_clastic,carbonate,marine
41,90,carbonate_clastic,carbonate,marine
42.5,84,carbonate_other,carbonate,marine
42.5,84,carbonate_other,carbonate,marine
40,76,other_carbonate,carbonate,marine
40,76,other_carbonate,carbonate,marine
40,76,other_carbonate,carbonate,marine
40,76,other_carbonate,carbonate,marine
36,78,carbonate_clastic,carbonate,marine
36,78,carbonate_clastic,carbonate,marine
43,82,carbonate_other,carbonate,marine
43,82,carbonate_other,carbonate,marine
43,82,carbonate_other,carbonate,marine
43,82,carbonate_other,carbonate,marine
43,82,carbonate_other,carbonate,marine
43,82,carbonate_other,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic_carbonate,carbonate,marine
46.783333,85.716667,clastic,organic,marine
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,clastic,carbonate,marine
39.75,77.93,clastic,carbonate,marine
39.75,77.93,clastic,carbonate,marine
39.75,77.93,clastic,carbonate,marine
39.75,77.93,clastic,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,carbonate,carbonate,marine
39.75,77.93,clastic,carbonate,marine
44.80389,90.048332,clastic,phosphate,fluvial
43.200001,91.26667,clastic,phosphate,terrestrial
43.200001,91.26667,clastic,phosphate,terrestrial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
41.759724,86.146942,carbonate_clastic,carbonate,marine
41.759724,86.146942,carbonate_clastic,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate_clastic,carbonate,marine
41.733334,86.150002,carbonate_clastic,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
41.733334,86.150002,carbonate,carbonate,marine
44.802925,90.046516,clastic,phosphate,fluvial
44.837215,90.064598,clastic,phosphate,terrestrial
45.133331,88.949997,other,phosphate,lacustrine
45.133331,88.949997,other,phosphate,lacustrine
45.133331,88.949997,other,phosphate,lacustrine
45.133331,88.949997,other,phosphate,lacustrine
45.133331,88.949997,other,phosphate,lacustrine
45.133331,88.949997,other,phosphate,lacustrine
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
43.549999,87.263,clastic,phosphate,fluvial
41.918331,84.175827,clastic,phosphate,terrestrial
46.043884,85.792046,clastic,phosphate,lacustrine
46.043884,85.792046,clastic,phosphate,lacustrine
46.043884,85.792046,clastic,phosphate,lacustrine
46.043884,85.792046,clastic,phosphate,lacustrine
46.043884,85.792046,clastic,phosphate,lacustrine
46.099998,85.666664,clastic,phosphate,terrestrial
43.033333,90.75,clastic,phosphate,terrestrial
46.099998,85.666672,clastic,phosphate,fluvial
46.043884,85.792046,clastic,phosphate,lacustrine
46.043884,85.792046,clastic,phosphate,lacustrine
46.043884,85.792046,clastic,phosphate,lacustrine
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,terrestrial
46.099998,85.666664,clastic,phosphate,lacustrine
46.099998,85.666664,clastic,phosphate,lacustrine
46.099998,85.666664,clastic,phosphate,lacustrine
46.099998,85.666664,clastic,phosphate,lacustrine
46.099998,85.666664,clastic,phosphate,lacustrine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
37,79,carbonate_clastic,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
40.333332,78,carbonate,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
38,77,other,carbonate,marine
37,77,carbonate,carbonate,marine
37,77,carbonate,carbonate,marine
37,77,carbonate,carbonate,marine
37,77,carbonate,carbonate,marine
39,76,carbonate,carbonate,marine
37,77,carbonate,carbonate,marine
39,76,carbonate,carbonate,marine
46.133331,86.316666,clastic,phosphate,terrestrial
45.264999,89.496002,clastic,phosphate,fluvial
44.876457,89.183075,clastic,phosphate,terrestrial
38.27,75.949997,carbonate_clastic,carbonate,marginal_marine
